Cifras Oficiales de Población de los Municipios Españoles: Revisión del Padrón Municipal
Resumen por provincias
Población por provincias y sexo.
Unidades:   Personas

;Total;;;;;;;;;;;;;;;;;;;;;;Hombres;;;;;;;;;;;;;;;;;;;;;;Mujeres;;;;;;;;;;;;;;;;;;;;;;
;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;
20 Gipuzkoa;719282.0;717832.0;716834.0;715148.0;713818.0;712097.0;709607.0;707263.0;705698.0;701056.0;694944.0;691895.0;688708.0;686513.0;684416.0;682977.0;680069.0;679370.0;677275.0;676439.0;""676208.0;351262.0;350998.0;350799.0;350014.0;349551.0;348655.0;347653.0;347027.0;346820.0;344679.0;341400.0;340051.0;338605.0;337552.0;336409.0;335670.0;334011.0;333502.0;332698.0;331804.0;""331900.0;368020.0;366834.0;366035.0;365134.0;364267.0;363442.0;361954.0;360236.0;358878.0;356377.0;353544.0;351844.0;350103.0;348961.0;348007.0;347307.0;346058.0;345868.0;344577.0;344635.0;""344308.0;
17 Girona;755716.0;753576.0;753054.0;756156.0;761632.0;761627.0;756810.0;753046.0;747782.0;731864.0;706185.0;687331.0;664506.0;636198.0;619692.0;598112.0;579650.0;565599.0;553348.0;543191.0;""530631.0;377615.0;376943.0;376936.0;379175.0;382685.0;383428.0;381448.0;380773.0;379629.0;372266.0;358108.0;348922.0;336206.0;320098.0;311514.0;299657.0;289317.0;281460.0;274866.0;269400.0;""262542.0;378101.0;376633.0;376118.0;376981.0;378947.0;378199.0;375362.0;372273.0;368153.0;359598.0;348077.0;338409.0;328300.0;316100.0;308178.0;298455.0;290333.0;284139.0;278482.0;273791.0;""268089.0;
18 Granada;912938.0;915392.0;917297.0;919455.0;919319.0;922928.0;924550.0;918072.0;907428.0;901220.0;884099.0;876184.0;860898.0;841687.0;828107.0;818959.0;812637.0;809004.0;813061.0;801177.0;""808053.0;449821.0;451148.0;451907.0;453407.0;453670.0;456216.0;457084.0;453734.0;448784.0;447280.0;437782.0;433320.0;424718.0;414472.0;407293.0;402121.0;398272.0;395659.0;397751.0;391867.0;""395509.0;463117.0;464244.0;465390.0;466048.0;465649.0;466712.0;467466.0;464338.0;458644.0;453940.0;446317.0;442864.0;436180.0;427215.0;420814.0;416838.0;414365.0;413345.0;415310.0;409310.0;""412544.0;
19 Guadalajara;253310.0;252882.0;253686.0;255426.0;257723.0;259537.0;256461.0;251563.0;246151.0;237787.0;224076.0;213505.0;203737.0;193913.0;185474.0;177761.0;171532.0;165347.0;161669.0;159331.0;""157255.0;128341.0;128265.0;128952.0;130197.0;131796.0;133009.0;131532.0;129170.0;126608.0;122327.0;114798.0;109054.0;104082.0;98911.0;94421.0;90208.0;86761.0;83488.0;81594.0;80464.0;""79412.0;124969.0;124617.0;124734.0;125229.0;125927.0;126528.0;124929.0;122393.0;119543.0;115460.0;109278.0;104451.0;99655.0;95002.0;91053.0;87553.0;84771.0;81859.0;80075.0;78867.0;""77843.0;
21 Huelva;518930.0;519596.0;520017.0;519229.0;520668.0;522862.0;521968.0;518081.0;513403.0;507915.0;497671.0;492174.0;483792.0;476707.0;472446.0;464934.0;461730.0;458998.0;457507.0;453958.0;""454735.0;257613.0;257571.0;257699.0;257542.0;258387.0;259370.0;259362.0;257716.0;255144.0;252394.0;248151.0;246056.0;241142.0;237146.0;234902.0;230999.0;228771.0;227014.0;226227.0;224433.0;""224776.0;261317.0;262025.0;262318.0;261687.0;262281.0;263492.0;262606.0;260365.0;258259.0;255521.0;249520.0;246118.0;242650.0;239561.0;237544.0;233935.0;232959.0;231984.0;231280.0;229525.0;""229959.0;
22 Huesca;219702.0;221079.0;222909.0;224909.0;226329.0;227609.0;228361.0;228566.0;228409.0;225271.0;220107.0;218023.0;215864.0;212901.0;211286.0;208963.0;205955.0;205430.0;205429.0;204956.0;""206916.0;110854.0;111597.0;112626.0;113840.0;114781.0;115512.0;116224.0;116524.0;116630.0;114939.0;111978.0;110983.0;109869.0;107961.0;106962.0;105566.0;103711.0;103220.0;103135.0;102854.0;""103976.0;108848.0;109482.0;110283.0;111069.0;111548.0;112097.0;112137.0;112042.0;111779.0;110332.0;108129.0;107040.0;105995.0;104940.0;104324.0;103397.0;102244.0;102210.0;102294.0;102102.0;""102940.0;
23 Jaén;643484.0;648250.0;654170.0;659033.0;664916.0;670242.0;670600.0;670761.0;669782.0;667438.0;664742.0;662751.0;660284.0;654458.0;651565.0;647387.0;645781.0;645711.0;649662.0;645792.0;""648551.0;318430.0;320862.0;323861.0;326583.0;330505.0;334226.0;333384.0;332900.0;332517.0;332568.0;330543.0;329496.0;328041.0;324877.0;323089.0;320575.0;319613.0;319203.0;321263.0;319272.0;""319859.0;325054.0;327388.0;330309.0;332450.0;334411.0;336016.0;337216.0;337861.0;337265.0;334870.0;334199.0;333255.0;332243.0;329581.0;328476.0;326812.0;326168.0;326508.0;328399.0;326520.0;""328692.0;
24 León;468316.0;473604.0;479395.0;484694.0;489752.0;494451.0;497799.0;499284.0;500169.0;500200.0;497387.0;498223.0;495902.0;492720.0;495998.0;496655.0;499517.0;502155.0;506511.0;506365.0;""517191.0;228059.0;230727.0;233664.0;236537.0;239179.0;241749.0;243316.0;244199.0;244716.0;244786.0;242939.0;243051.0;241756.0;240342.0;242106.0;242409.0;243846.0;245282.0;247677.0;247569.0;""253256.0;240257.0;242877.0;245731.0;248157.0;250573.0;252702.0;254483.0;255085.0;255453.0;255414.0;254448.0;255172.0;254146.0;252378.0;253892.0;254246.0;255671.0;256873.0;258834.0;258796.0;""263935.0;
25 Lleida;432384.0;434041.0;436029.0;438001.0;440915.0;443032.0;442308.0;439768.0;436402.0;426872.0;414015.0;407496.0;399439.0;385092.0;377639.0;371055.0;365023.0;361590.0;359361.0;357903.0;""356456.0;219059.0;219917.0;220719.0;221891.0;223779.0;225345.0;225388.0;224397.0;223095.0;218379.0;211268.0;208332.0;203618.0;194378.0;189998.0;186026.0;182362.0;180132.0;179089.0;178152.0;""177372.0;213325.0;214124.0;215310.0;216110.0;217136.0;217687.0;216920.0;215371.0;213307.0;208493.0;202747.0;199164.0;195821.0;190714.0;187641.0;185029.0;182661.0;181458.0;180272.0;179751.0;""179084.0;
27 Lugo;333634.0;336527.0;339386.0;342748.0;346005.0;348902.0;351530.0;353504.0;355195.0;355549.0;355176.0;356595.0;357625.0;358452.0;360512.0;361782.0;364125.0;365619.0;366934.0;367751.0;""370303.0;161775.0;163154.0;164605.0;166325.0;168013.0;169536.0;170854.0;171983.0;172943.0;172914.0;172422.0;172967.0;173399.0;173812.0;174906.0;175583.0;176856.0;177594.0;178537.0;179056.0;""180550.0;171859.0;173373.0;174781.0;176423.0;177992.0;179366.0;180676.0;181521.0;182252.0;182635.0;182754.0;183628.0;184226.0;184640.0;185606.0;186199.0;187269.0;188025.0;188397.0;188695.0;""189753.0;
